OPDIV,CFDA Number,CFDA Program Title,Award Number,Award Title,Action Date,Recipient Name,City,State,Approp Code,Award Amount
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8D35647,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding",4/6/2020,SAN BENITO HEALTH FOUNDATION,HOLLISTER,CA,C3,"$420,925"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8C34024,FY 2020 Coronavirus Supplemental Funding for Health Centers,3/20/2020,Imperial Beach Community Clinic,IMPERIAL BEACH,CA,CV,"$57,546"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8D35627,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding",4/6/2020,Imperial Beach Community Clinic,IMPERIAL BEACH,CA,C3,"$676,760"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8C34208,FY 2020 Coronavirus Supplemental Funding for Health Centers,3/20/2020,"UNIVERSITY OF CALIFORNIA, IRVINE",IRVINE,CA,CV,"$66,524"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8D35605,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding",4/6/2020,"UNIVERSITY OF CALIFORNIA, IRVINE",IRVINE,CA,C3,"$881,570"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8C34210,FY 2020 Coronavirus Supplemental Funding for Health Centers,3/20/2020,Hi-Desert Memorial Health Care District,JOSHUA TREE,CA,CV,"$59,448"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8D35804,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding",4/6/2020,Hi-Desert Memorial Health Care District,JOSHUA TREE,CA,C3,"$686,510"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8D35814,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding",4/6/2020,FRIENDS OF FAMILY HEALTH CENTER,LA HABRA,CA,C3,"$837,680"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8C34096,FY 2020 Coronavirus Supplemental Funding for Health Centers,3/20/2020,FRIENDS OF FAMILY HEALTH CENTER,LA HABRA,CA,CV,"$66,035"
HRSA,93153,"Coordinated Services and Access to Research for Women, Infants, Children, and Youth",H1X36997,Ryan White HIV/AIDS Program Part D WICY COVID-19 Response,4/13/2020,UNIVERSITY OF CALIFORNIA-SAN DIEGO,LA JOLLA,CA,C3,"$85,094"
HRSA,93918,Grants to Provide Outpatient Early Intervention Services with Respect to HIV Disease,H7C37258,Ryan White HIV/AIDS Program Part C EIS COVID-19 Response,4/13/2020,UNIVERSITY OF CALIFORNIA-SAN DIEGO,LA JOLLA,CA,C3,"$149,769"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8D35530,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding",4/6/2020,CLINICA SIERRA VISTA,LAMONT,CA,C3,"$911,658"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8D35530,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding",4/6/2020,CLINICA SIERRA VISTA,LAMONT,CA,C3,"$2,124,745"
HRSA,93918,Grants to Provide Outpatient Early Intervention Services with Respect to HIV Disease,H7C37273,Ryan White HIV/AIDS Program Part C EIS COVID-19 Response,4/13/2020,CLINICA SIERRA VISTA,LAMONT,CA,C3,"$70,250"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8D35530,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding",4/6/2020,CLINICA SIERRA VISTA,LAMONT,CA,C3,"$312,817"
HRSA,93153,"Coordinated Services and Access to Research for Women, Infants, Children, and Youth",H1X36979,Ryan White HIV/AIDS Program Part D WICY COVID-19 Response,4/13/2020,CLINICA SIERRA VISTA,LAMONT,CA,C3,"$20,000"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8C34472,FY 2020 Coronavirus Supplemental Funding for Health Centers,3/20/2020,CLINICA SIERRA VISTA,LAMONT,CA,CV,"$17,372"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8C34472,FY 2020 Coronavirus Supplemental Funding for Health Centers,3/20/2020,CLINICA SIERRA VISTA,LAMONT,CA,CV,"$117,994"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8C34472,FY 2020 Coronavirus Supplemental Funding for Health Centers,3/20/2020,CLINICA SIERRA VISTA,LAMONT,CA,CV,"$50,627"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8C34219,FY 2020 Coronavirus Supplemental Funding for Health Centers,3/20/2020,Bartz-Altadonna Community Health Center,LANCASTER,CA,CV,"$12,461"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8C34219,FY 2020 Coronavirus Supplemental Funding for Health Centers,3/20/2020,Bartz-Altadonna Community Health Center,LANCASTER,CA,CV,"$44,182"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8D35817,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding",4/6/2020,Bartz-Altadonna Community Health Center,LANCASTER,CA,C3,"$498,611"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8D35817,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding",4/6/2020,Bartz-Altadonna Community Health Center,LANCASTER,CA,C3,"$140,634"
HRSA,93918,Grants to Provide Outpatient Early Intervention Services with Respect to HIV Disease,H7C37229,Ryan White HIV/AIDS Program Part C EIS COVID-19 Response,4/13/2020,Bartz-Altadonna Community Health Center,LANCASTER,CA,C3,"$48,250"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8C34089,FY 2020 Coronavirus Supplemental Funding for Health Centers,3/20/2020,MARIN COMMUNITY CLINIC,LARKSPUR,CA,CV,"$91,364"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8D35586,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding",4/6/2020,MARIN COMMUNITY CLINIC,LARKSPUR,CA,C3,"$1,327,265"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8C34498,FY 2020 Coronavirus Supplemental Funding for Health Centers,3/20/2020,"LONG VALLEY HEALTH CENTER, INC",LAYTONVILLE,CA,CV,"$53,093"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8D35512,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding",4/6/2020,"LONG VALLEY HEALTH CENTER, INC",LAYTONVILLE,CA,C3,"$559,460"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8D35635,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding",4/6/2020,LIVINGSTON COMMUNITY HEALTH,LIVINGSTON,CA,C3,"$672,908"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8C34214,FY 2020 Coronavirus Supplemental Funding for Health Centers,3/20/2020,LIVINGSTON COMMUNITY HEALTH,LIVINGSTON,CA,CV,"$15,934"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8C34214,FY 2020 Coronavirus Supplemental Funding for Health Centers,3/20/2020,LIVINGSTON COMMUNITY HEALTH,LIVINGSTON,CA,CV,"$51,525"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8D35635,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding",4/6/2020,LIVINGSTON COMMUNITY HEALTH,LIVINGSTON,CA,C3,"$208,092"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8D35594,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding",4/6/2020,"Childrens Clinic , Serving Children and Their Families",LONG BEACH,CA,C3,"$1,285,265"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8D35707,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding",4/6/2020,ROADS FOUNDATION INC,LONG BEACH,CA,C3,"$694,190"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8C34023,FY 2020 Coronavirus Supplemental Funding for Health Centers,3/20/2020,"Childrens Clinic , Serving Children and Their Families",LONG BEACH,CA,CV,"$86,355"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8C34056,FY 2020 Coronavirus Supplemental Funding for Health Centers,3/20/2020,COMMUNITY MEDICAL WELLNESS CENTERS USA,LONG BEACH,CA,CV,"$53,555"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8D35767,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding",4/6/2020,COMMUNITY MEDICAL WELLNESS CENTERS USA,LONG BEACH,CA,C3,"$573,890"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8C34037,FY 2020 Coronavirus Supplemental Funding for Health Centers,3/20/2020,ROADS FOUNDATION INC,LONG BEACH,CA,CV,"$59,173"
HRSA,93918,Grants to Provide Outpatient Early Intervention Services with Respect to HIV Disease,H7C37325,Ryan White HIV/AIDS Program Part C EIS COVID-19 Response,4/13/2020,Dignity Health DBA Saint Mary Medical Center,LONG BEACH,CA,C3,"$115,619"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8C34097,FY 2020 Coronavirus Supplemental Funding for Health Centers,3/20/2020,Los Angeles Christian Health Centers,LOS ANGELES,CA,CV,"$54,227"
HRSA,93918,Grants to Provide Outpatient Early Intervention Services with Respect to HIV Disease,H7C36805,Ryan White HIV/AIDS Program Part C EIS COVID-19 Response,4/13/2020,"UNIVERSITY OF SOUTHERN CALIFORNIA, SCHOOL OF MEDICINE",LOS ANGELES,CA,C3,"$88,125"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8C34229,FY 2020 Coronavirus Supplemental Funding for Health Centers,3/20/2020,St. Johns Well Child & Family Center,LOS ANGELES,CA,CV,"$16,963"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8D35738,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding",4/6/2020,ST ANTHONY MEDICAL CENTERS,LOS ANGELES,CA,C3,"$638,900"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8C34095,FY 2020 Coronavirus Supplemental Funding for Health Centers,3/20/2020,"T.H.E. CLINIC, INC.",LOS ANGELES,CA,CV,"$66,927"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8D35651,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding",4/6/2020,ASIAN/PACIFIC HEALTH CARE VENTURE,LOS ANGELES,CA,C3,"$872,150"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8C34073,FY 2020 Coronavirus Supplemental Funding for Health Centers,3/20/2020,ALTA MED HEALTH SERVICES CORPORATION,LOS ANGELES,CA,CV,"$224,224"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8D35621,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding",4/6/2020,St. Johns Well Child & Family Center,LOS ANGELES,CA,C3,"$265,923"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8C34085,FY 2020 Coronavirus Supplemental Funding for Health Centers,3/20/2020,"JWCH INSTITUTE, INC",LOS ANGELES,CA,CV,"$52,204"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8D35802,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding",4/6/2020,UNIVERSAL COMMUNITY HEALTH CENTER,LOS ANGELES,CA,C3,"$610,280"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8D35617,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding",4/6/2020,Eisner Pediatric & Family Medical Center,LOS ANGELES,CA,C3,"$1,465,610"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8D35620,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding",4/6/2020,Los Angeles Christian Health Centers,LOS ANGELES,CA,C3,"$645,972"
HRSA,93918,Grants to Provide Outpatient Early Intervention Services with Respect to HIV Disease,H7C36808,Ryan White HIV/AIDS Program Part C EIS COVID-19 Response,4/13/2020,WATTS HEALTHCARE CORPORATION,LOS ANGELES,CA,C3,"$48,250"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8D35620,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding",4/6/2020,Los Angeles Christian Health Centers,LOS ANGELES,CA,C3,"$130,343"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8C34462,FY 2020 Coronavirus Supplemental Funding for Health Centers,3/20/2020,CLINICA MONSENOR OSCAR A. ROMERO,LOS ANGELES,CA,CV,"$69,456"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8C34212,FY 2020 Coronavirus Supplemental Funding for Health Centers,3/20/2020,Los Angeles LGBT Center,LOS ANGELES,CA,CV,"$71,710"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8C34042,FY 2020 Coronavirus Supplemental Funding for Health Centers,3/20/2020,LOS ANGELES FREE CLINIC,LOS ANGELES,CA,CV,"$77,592"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8D35619,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding",4/6/2020,"JWCH INSTITUTE, INC",LOS ANGELES,CA,C3,"$670,996"
HRSA,93918,Grants to Provide Outpatient Early Intervention Services with Respect to HIV Disease,H7C37265,Ryan White HIV/AIDS Program Part C EIS COVID-19 Response,4/13/2020,ALTA MED HEALTH SERVICES CORPORATION,LOS ANGELES,CA,C3,"$85,375"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8C34229,FY 2020 Coronavirus Supplemental Funding for Health Centers,3/20/2020,St. Johns Well Child & Family Center,LOS ANGELES,CA,CV,"$145,140"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8D35619,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding",4/6/2020,"JWCH INSTITUTE, INC",LOS ANGELES,CA,C3,"$745,204"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8C34085,FY 2020 Coronavirus Supplemental Funding for Health Centers,3/20/2020,"JWCH INSTITUTE, INC",LOS ANGELES,CA,CV,"$47,006"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8C34072,FY 2020 Coronavirus Supplemental Funding for Health Centers,3/20/2020,CENTRAL NEIGHBORHOOD HEALTH FOUNDATION,LOS ANGELES,CA,CV,"$63,619"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8D35555,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding",4/6/2020,ALTA MED HEALTH SERVICES CORPORATION,LOS ANGELES,CA,C3,"$241,739"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8D35555,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding",4/6/2020,ALTA MED HEALTH SERVICES CORPORATION,LOS ANGELES,CA,C3,"$4,452,231"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8C34071,FY 2020 Coronavirus Supplemental Funding for Health Centers,3/20/2020,WATTS HEALTHCARE CORPORATION,LOS ANGELES,CA,CV,"$67,994"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8C34073,FY 2020 Coronavirus Supplemental Funding for Health Centers,3/20/2020,ALTA MED HEALTH SERVICES CORPORATION,LOS ANGELES,CA,CV,"$12,174"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8C34036,FY 2020 Coronavirus Supplemental Funding for Health Centers,3/20/2020,ST ANTHONY MEDICAL CENTERS,LOS ANGELES,CA,CV,"$56,158"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8C34493,FY 2020 Coronavirus Supplemental Funding for Health Centers,3/20/2020,QUEENSCARE HEALTH CENTERS,LOS ANGELES,CA,CV,"$79,080"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8D35731,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding",4/6/2020,VIA CARE COMMUNITY HEALTH CENTER,LOS ANGELES,CA,C3,"$767,300"
HRSA,93918,Grants to Provide Outpatient Early Intervention Services with Respect to HIV Disease,H7C37224,Ryan White HIV/AIDS Program Part C EIS COVID-19 Response,4/13/2020,"JWCH INSTITUTE, INC",LOS ANGELES,CA,C3,"$88,125"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8C34229,FY 2020 Coronavirus Supplemental Funding for Health Centers,3/20/2020,St. Johns Well Child & Family Center,LOS ANGELES,CA,CV,"$12,954"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8D35824,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding",4/6/2020,"COMPLETE CARE COMMUNITY HEALTH CENTER, INC.",LOS ANGELES,CA,C3,"$804,425"
HRSA,93153,"Coordinated Services and Access to Research for Women, Infants, Children, and Youth",H1X37079,Ryan White HIV/AIDS Program Part D WICY COVID-19 Response,4/13/2020,"UNIVERSITY OF CALIFORNIA-LOS ANGELES, BOARD OF REGENTS",LOS ANGELES,CA,C3,"$53,808"
HRSA,93918,Grants to Provide Outpatient Early Intervention Services with Respect to HIV Disease,H7C36787,Ryan White HIV/AIDS Program Part C EIS COVID-19 Response,4/13/2020,"T.H.E. CLINIC, INC.",LOS ANGELES,CA,C3,"$53,750"
HRSA,93918,Grants to Provide Outpatient Early Intervention Services with Respect to HIV Disease,H7C37246,Ryan White HIV/AIDS Program Part C EIS COVID-19 Response,4/13/2020,CHARLES R DREW UNIVERSITY OF MEDICINE & SCIENCE,LOS ANGELES,CA,C3,"$20,000"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8D35655,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding",4/6/2020,WATTS HEALTHCARE CORPORATION,LOS ANGELES,CA,C3,"$927,395"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8C34478,FY 2020 Coronavirus Supplemental Funding for Health Centers,3/20/2020,ASIAN/PACIFIC HEALTH CARE VENTURE,LOS ANGELES,CA,CV,"$69,675"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8C34084,FY 2020 Coronavirus Supplemental Funding for Health Centers,3/20/2020,"University Muslim Medical Association, Inc",LOS ANGELES,CA,CV,"$60,146"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8C34482,FY 2020 Coronavirus Supplemental Funding for Health Centers,3/20/2020,UNIVERSAL COMMUNITY HEALTH CENTER,LOS ANGELES,CA,CV,"$55,542"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8C34489,FY 2020 Coronavirus Supplemental Funding for Health Centers,3/20/2020,Eisner Pediatric & Family Medical Center,LOS ANGELES,CA,CV,"$98,244"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8C34079,FY 2020 Coronavirus Supplemental Funding for Health Centers,3/20/2020,"KOREAN HEALTH, EDUCATION, INFORMATION AND RESEARCH CTR",LOS ANGELES,CA,CV,"$61,387"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8D35718,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding",4/6/2020,BENEVOLENCE INDUSTRIES INCORPORATED,LOS ANGELES,CA,C3,"$769,550"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8D35778,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding",4/6/2020,"University Muslim Medical Association, Inc",LOS ANGELES,CA,C3,"$683,495"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8C34067,FY 2020 Coronavirus Supplemental Funding for Health Centers,3/20/2020,CHINATOWN SERVICE CENTER,LOS ANGELES,CA,CV,"$57,330"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8D35604,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding",4/6/2020,South Central Family Health Center,LOS ANGELES,CA,C3,"$1,108,805"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8C34087,FY 2020 Coronavirus Supplemental Funding for Health Centers,3/20/2020,VIA CARE COMMUNITY HEALTH CENTER,LOS ANGELES,CA,CV,"$65,570"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8D35781,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding",4/6/2020,APLA HEALTH & WELLNESS,LOS ANGELES,CA,C3,"$694,205"
HRSA,93918,Grants to Provide Outpatient Early Intervention Services with Respect to HIV Disease,H7C37254,Ryan White HIV/AIDS Program Part C EIS COVID-19 Response,4/13/2020,Los Angeles LGBT Center,LOS ANGELES,CA,C3,"$110,810"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8C34465,FY 2020 Coronavirus Supplemental Funding for Health Centers,3/20/2020,BENEVOLENCE INDUSTRIES INCORPORATED,LOS ANGELES,CA,CV,"$62,180"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8D35654,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding",4/6/2020,CLINICA MONSENOR OSCAR A. ROMERO,LOS ANGELES,CA,C3,"$835,325"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8C34094,FY 2020 Coronavirus Supplemental Funding for Health Centers,3/20/2020,South Central Family Health Center,LOS ANGELES,CA,CV,"$84,293"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8D35757,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding",4/6/2020,Los Angeles LGBT Center,LOS ANGELES,CA,C3,"$915,920"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8C34097,FY 2020 Coronavirus Supplemental Funding for Health Centers,3/20/2020,Los Angeles Christian Health Centers,LOS ANGELES,CA,CV,"$10,942"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8D35734,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding",4/6/2020,"KOREAN HEALTH, EDUCATION, INFORMATION AND RESEARCH CTR",LOS ANGELES,CA,C3,"$737,735"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8D35708,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding",4/6/2020,CENTRAL NEIGHBORHOOD HEALTH FOUNDATION,LOS ANGELES,CA,C3,"$813,605"
HRSA,93153,"Coordinated Services and Access to Research for Women, Infants, Children, and Youth",H1X37002,Ryan White HIV/AIDS Program Part D WICY COVID-19 Response,4/13/2020,University of Southern California,LOS ANGELES,CA,C3,"$55,457"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8D35659,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding",4/6/2020,QUEENSCARE HEALTH CENTERS,LOS ANGELES,CA,C3,"$1,063,850"
HRSA,93224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",H8C34026,FY 2020 Coronavirus Supplemental Funding for Health Centers,3/20/2020,"COMPLETE CARE COMMUNITY HEALTH CENTER, INC.",LOS ANGELES,CA,CV,"$65,938"
